rosbagTimestamp,joint1,joint2,joint3,joint4,joint5,joint6,joint7
1540323508666959072,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323508764284522,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323508871248359,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323508970015594,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323509076532973,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323509169755853,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323509261663821,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323509368552467,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323509462960830,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323509577075009,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323509671352856,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323509768286370,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.694946289,0.0
1540323509878362711,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.844940186,0.0
1540323509968388723,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.844940186,0.0
1540323510064082882,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.844940186,0.0
1540323510171520021,269.964447021,189.694091797,96.8513793945,6.40541887283,18.6378593445,356.994934082,0.0
1540323510272673957,269.964447021,189.694091797,97.0513763428,6.40541887283,18.6378593445,357.894897461,0.0
1540323510375530377,269.964447021,189.694091797,97.251373291,6.40541887283,18.6378593445,358.79486084,0.0
1540323510469558919,269.964447021,189.694091797,97.251373291,6.40541887283,18.6378593445,359.244842529,0.0
1540323510568097445,269.964447021,189.694091797,97.251373291,6.40541887283,18.6378593445,359.544830322,0.0
1540323510669986372,269.964447021,189.694091797,97.251373291,6.40541887283,18.6378593445,359.544830322,0.0
1540323510765341709,269.964447021,189.694091797,97.251373291,6.40541887283,18.6378593445,359.544830322,0.0
1540323510864130761,269.964447021,189.694091797,97.251373291,6.40541887283,18.6378593445,359.544830322,0.0
1540323510966226495,269.964447021,189.694091797,97.251373291,6.40541887283,18.6378593445,359.544830322,0.0
1540323511082234178,269.964447021,189.694091797,97.251373291,6.40541887283,18.6378593445,359.394836426,0.0
1540323511172668883,269.964447021,189.694091797,97.1513748169,6.40541887283,18.6378593445,358.494873047,0.0
1540323511264411552,269.964447021,189.694091797,96.7513809204,6.40541887283,18.6378593445,355.345001221,0.0
1540323511366567813,269.964447021,189.694091797,95.6513977051,6.40541887283,18.6378593445,350.845184326,0.0
1540323511466062148,269.964447021,189.694091797,94.4514160156,6.40541887283,18.6378593445,346.345367432,0.0
1540323511566389330,269.964447021,189.694091797,93.3514328003,6.40541887283,18.6378593445,341.845550537,0.0
1540323511672082863,269.964447021,189.694091797,92.4514465332,6.40541887283,18.6378593445,337.195739746,0.0
1540323511774124310,269.964447021,189.694091797,91.5514602661,6.5554189682,18.6378593445,331.645965576,0.0
1540323511862742088,269.964447021,189.694091797,91.2514648438,6.5554189682,18.6378593445,328.196105957,0.0
1540323511964069150,269.964447021,189.694091797,91.0514678955,6.5554189682,18.6378593445,323.696289062,0.0
1540323512066566192,269.964447021,189.694091797,90.9514694214,6.5554189682,18.6378593445,319.346466064,0.0
1540323512171348555,269.964447021,189.694091797,90.9514694214,6.5554189682,18.6378593445,315.146636963,0.0
1540323512272087514,269.964447021,189.694091797,90.9514694214,6.5554189682,18.6378593445,313.046722412,0.0
1540323512372614865,269.964447021,189.694091797,90.9514694214,6.5554189682,18.6378593445,313.346710205,0.0
1540323512476562959,269.964447021,189.694091797,90.9514694214,6.5554189682,18.6378593445,317.246551514,0.0
1540323512568550544,269.964447021,189.694091797,90.9514694214,6.5554189682,18.6378593445,320.546417236,0.0
1540323512666069067,269.964447021,189.694091797,90.9514694214,6.5554189682,18.6378593445,325.046234131,0.0
1540323512772452979,270.064453125,189.694091797,90.7514724731,6.5554189682,18.6378593445,330.596008301,0.0
1540323512872577254,270.064453125,189.694091797,90.5514755249,6.5554189682,18.6378593445,333.895874023,0.0
1540323512978906784,270.064453125,189.694091797,90.2514801025,6.5554189682,18.6378593445,338.245697021,0.0
1540323513072164442,270.064453125,189.694091797,90.0514831543,6.5554189682,18.6378593445,340.495605469,0.0
1540323513166098689,270.064453125,189.694091797,90.0514831543,6.5554189682,18.6378593445,341.395568848,0.0
1540323513269416967,270.064453125,189.694091797,89.9514846802,6.5554189682,18.6378593445,341.695556641,0.0
1540323513363436263,270.064453125,189.694091797,89.9514846802,6.5554189682,18.6378593445,341.695556641,0.0
1540323513468279900,270.064453125,189.694091797,89.9514846802,6.5554189682,18.6378593445,341.695556641,0.0
1540323513574248423,270.064453125,189.694091797,89.9514846802,6.5554189682,18.6378593445,341.995544434,0.0
1540323513676634442,270.064453125,189.7940979,89.9514846802,6.5554189682,18.6378593445,342.295532227,0.0
1540323513769668759,270.064453125,189.994110107,89.9514846802,6.5554189682,18.6378593445,342.59552002,0.0
1540323513864843162,270.164459229,190.194122314,89.9514846802,6.5554189682,18.6378593445,343.045501709,0.0
1540323513973504984,270.364471436,190.294128418,89.9514846802,6.5554189682,18.6378593445,343.795471191,0.0
1540323514061305281,270.464477539,190.294128418,89.9514846802,6.5554189682,18.6378593445,344.245452881,0.0
1540323514175786193,270.564483643,190.294128418,89.9514846802,6.5554189682,18.6378593445,344.545440674,0.0
1540323514266888631,270.664489746,190.294128418,89.9514846802,6.5554189682,18.6378593445,344.545440674,0.0
1540323514365593351,270.76449585,190.294128418,89.9514846802,6.5554189682,18.6378593445,344.545440674,0.0
1540323514476385618,270.864501953,190.294128418,89.9514846802,6.5554189682,18.6378593445,344.545440674,0.0
1540323514570659647,270.964508057,190.394134521,89.9514846802,6.5554189682,18.6378593445,344.545440674,0.0
1540323514665331943,270.964508057,190.494140625,89.9514846802,6.5554189682,18.6378593445,344.395446777,0.0
1540323514771096085,270.964508057,190.594146729,89.6514892578,6.5554189682,18.6378593445,342.295532227,0.0
1540323514867251232,270.964508057,190.694152832,89.4514923096,6.5554189682,18.6378593445,337.945709229,0.0
1540323514971246331,270.964508057,190.694152832,89.1514968872,6.5554189682,18.6378593445,333.59588623,0.0
1540323515064538664,270.964508057,190.694152832,88.7515029907,6.5554189682,18.6378593445,328.796081543,0.0
1540323515170499633,270.964508057,190.694152832,88.2515106201,6.5554189682,18.6378593445,324.146270752,0.0
1540323515265329399,270.964508057,190.694152832,87.9515151978,6.5554189682,18.6378593445,319.646453857,0.0
1540323515368714992,271.06451416,190.694152832,87.4515228271,6.5554189682,18.6378593445,315.146636963,0.0
1540323515473494436,271.06451416,190.694152832,86.8515319824,6.5554189682,18.6378593445,309.446868896,0.0
1540323515569624327,271.06451416,190.694152832,86.4515380859,6.5554189682,18.6378593445,305.697021484,0.0
1540323515668082413,271.06451416,190.694152832,86.2515411377,6.5554189682,18.6378593445,304.647064209,0.0
1540323515769584400,271.06451416,190.794158936,86.1515426636,6.5554189682,18.6378593445,304.647064209,0.0
1540323515874029866,271.06451416,190.894165039,86.1515426636,6.5554189682,18.6378593445,306.147003174,0.0
1540323515973658162,271.164520264,190.994171143,86.1515426636,6.5554189682,18.6378593445,311.246795654,0.0
1540323516061304534,271.264526367,191.094177246,86.1515426636,6.5554189682,18.6378593445,314.696655273,0.0
1540323516168835707,271.364532471,191.094177246,86.0515441895,6.5554189682,18.6378593445,319.046478271,0.0
1540323516272357837,271.364532471,191.094177246,85.7515487671,6.5554189682,18.6378593445,324.146270752,0.0
1540323516373439972,271.464538574,191.094177246,85.1515579224,6.5554189682,18.6378593445,327.296142578,0.0
1540323516471190058,271.464538574,191.094177246,84.7515640259,6.5554189682,18.6378593445,328.046112061,0.0
1540323516563315861,271.464538574,191.19418335,84.4515686035,6.5554189682,18.6378593445,328.046112061,0.0
1540323516675483984,271.464538574,191.19418335,84.2515716553,6.70541906357,18.6378593445,328.196105957,0.0
1540323516771542262,271.464538574,191.294189453,84.1515731812,6.70541906357,18.6378593445,328.346099854,0.0
1540323516865654833,271.564544678,191.394195557,84.1515731812,6.70541906357,18.6378593445,330.146026611,0.0
1540323516974357022,271.564544678,191.594207764,84.1515731812,6.70541906357,18.6378593445,333.59588623,0.0
1540323517077567082,271.564544678,191.694213867,84.1515731812,6.70541906357,18.6378593445,336.295776367,0.0
1540323517169935156,271.564544678,191.794219971,84.1515731812,6.70541906357,18.6378593445,338.095703125,0.0
1540323517263416186,271.564544678,191.894226074,84.1515731812,6.70541906357,18.6378593445,338.995666504,0.0
1540323517369405224,271.564544678,191.894226074,84.051574707,6.70541906357,18.6378593445,339.745635986,0.0
1540323517463081357,271.564544678,191.894226074,84.051574707,6.70541906357,18.6378593445,340.345611572,0.0
1540323517570341636,271.564544678,191.894226074,84.051574707,6.70541906357,18.6378593445,341.095581055,0.0
1540323517667421860,271.564544678,191.894226074,84.051574707,6.70541906357,18.6378593445,341.845550537,0.0
1540323517767812198,271.564544678,191.894226074,84.1515731812,6.70541906357,18.6378593445,342.14553833,0.0
1540323517871488523,271.564544678,191.894226074,84.1515731812,6.70541906357,18.6378593445,342.14553833,0.0
1540323517972236607,271.564544678,191.894226074,84.1515731812,6.70541906357,18.6378593445,341.395568848,0.0
1540323518071620311,271.564544678,191.894226074,84.2515716553,6.70541906357,18.6378593445,336.745758057,0.0
1540323518165493665,271.564544678,191.894226074,84.2515716553,6.70541906357,18.6378593445,333.445892334,0.0
1540323518270318008,271.564544678,191.894226074,84.2515716553,6.70541906357,18.6378593445,328.49609375,0.0
1540323518369911544,271.564544678,191.894226074,84.2515716553,6.70541906357,18.6378593445,325.046234131,0.0
1540323518462147758,271.564544678,191.894226074,84.3515701294,6.70541906357,18.6378593445,320.39642334,0.0
1540323518571159106,271.564544678,191.894226074,84.4515686035,6.70541906357,18.6378593445,314.84664917,0.0
1540323518675556258,271.564544678,191.894226074,84.5515670776,6.70541906357,18.6378593445,310.946807861,0.0
1540323518767346424,271.564544678,191.894226074,84.5515670776,6.70541906357,18.6378593445,310.346832275,0.0
1540323518873458140,271.564544678,191.894226074,84.5515670776,6.70541906357,18.6378593445,311.246795654,0.0
1540323518973475471,271.564544678,191.894226074,84.5515670776,6.70541906357,18.6378593445,314.096679688,0.0
1540323519066316987,271.564544678,191.894226074,84.5515670776,6.70541906357,18.6378593445,318.146514893,0.0
1540323519172620154,271.564544678,191.894226074,84.4515686035,6.70541906357,18.6378593445,321.146392822,0.0
1540323519270536989,271.564544678,191.894226074,84.3515701294,6.70541906357,18.6378593445,321.446380615,0.0
1540323519381304193,271.864562988,191.894226074,84.051574707,6.70541906357,18.6378593445,320.096435547,0.0
1540323519463466444,272.064575195,191.894226074,83.8515777588,6.70541906357,18.6378593445,317.246551514,0.0
1540323519568623926,272.264587402,191.894226074,83.2515869141,6.70541906357,18.6378593445,313.046722412,0.0
1540323519671605147,272.364593506,191.894226074,82.4515991211,6.70541906357,18.6378593445,307.196960449,0.0
1540323519770591064,272.364593506,191.894226074,81.8516082764,6.70541906357,18.6378593445,303.597106934,0.0
1540323519870248703,272.464599609,191.894226074,80.6516265869,6.70541906357,18.6378593445,297.897338867,0.0
1540323519975501360,272.464599609,191.894226074,79.6516418457,6.85541915894,18.6378593445,293.247528076,0.0
1540323520067681335,272.464599609,191.894226074,79.051651001,6.85541915894,18.6378593445,289.797668457,0.0
1540323520165391214,272.464599609,191.894226074,78.6516571045,6.85541915894,18.6378593445,285.447845459,0.0
1540323520263469806,272.464599609,191.894226074,78.5516586304,6.85541915894,18.6378593445,280.798034668,0.0
1540323520377649588,272.464599609,191.894226074,78.5516586304,6.85541915894,18.6378593445,275.248260498,0.0
1540323520464258925,272.464599609,191.994232178,78.251663208,6.85541915894,18.6378593445,271.948394775,0.0
1540323520566753453,272.464599609,192.294250488,77.451675415,6.85541915894,18.6378593445,267.448577881,0.0
1540323520667138373,272.464599609,192.794281006,76.3516921997,7.0054192543,18.6378593445,262.79876709,0.0
1540323520780695790,272.464599609,193.794342041,74.951713562,7.0054192543,18.787858963,257.398986816,0.0
1540323520875090838,272.464599609,194.794403076,74.2517242432,7.0054192543,18.6378593445,253.049163818,0.0
1540323520975302126,272.464599609,196.194488525,73.7517318726,6.85541915894,18.6378593445,248.549346924,0.0
1540323521068130160,272.464599609,197.794586182,73.3517379761,6.85541915894,18.6378593445,245.099487305,0.0
1540323521167662041,272.464599609,198.994659424,73.0517425537,6.85541915894,18.6378593445,240.749664307,0.0
1540323521261063572,272.464599609,200.59475708,72.5517501831,6.85541915894,18.6378593445,236.249847412,0.0
1540323521367149982,272.464599609,202.29486084,71.9517593384,6.85541915894,18.6378593445,232.649993896,0.0
1540323521469762579,272.464599609,203.9949646,71.4517669678,6.85541915894,18.6378593445,230.700073242,0.0
1540323521566387594,272.464599609,204.995025635,71.3517684937,6.85541915894,18.6378593445,229.800109863,0.0
1540323521669509256,272.464599609,205.895080566,71.3517684937,6.85541915894,18.6378593445,229.650115967,0.0
1540323521762317998,272.464599609,206.495117188,71.3517684937,6.85541915894,18.6378593445,229.650115967,0.0
1540323521867376239,272.464599609,207.095153809,71.4517669678,6.85541915894,18.6378593445,229.650115967,0.0
1540323521969148727,272.564605713,208.095214844,72.1517562866,6.85541915894,18.6378593445,229.650115967,0.0
1540323522063077400,272.564605713,208.795257568,73.4517364502,6.85541915894,18.787858963,229.650115967,0.0
1540323522162123335,272.564605713,209.795318604,76.2516937256,6.85541915894,18.787858963,229.650115967,0.0
1540323522279210921,272.564605713,211.495422363,80.5516281128,6.70541906357,18.6378593445,229.650115967,0.0
1540323522373757035,272.564605713,212.795501709,83.5515823364,6.40541887283,18.6378593445,229.650115967,0.0
1540323522467138670,272.664611816,213.895568848,86.6515350342,6.25541877747,18.6378593445,229.650115967,0.0
1540323522573479707,272.664611816,215.09564209,89.9514846802,5.80541849136,18.6378593445,229.650115967,0.0
1540323522674296381,272.664611816,216.095703125,93.2514343262,5.50541830063,18.6378593445,229.650115967,0.0
1540323522769236280,272.76461792,216.895751953,96.3513870239,5.20541810989,18.6378593445,229.650115967,0.0
1540323522874442263,272.76461792,217.295776367,98.7513504028,4.90541791916,18.6378593445,229.650115967,0.0
1540323522971389632,272.864624023,217.595794678,102.651290894,4.45541763306,18.6378593445,229.650115967,0.0
1540323523066424901,272.864624023,217.695800781,105.151252747,4.15541744232,18.6378593445,229.650115967,0.0
1540323523168377460,272.864624023,217.695800781,109.151191711,4.00541734695,18.6378593445,229.650115967,0.0
1540323523281532754,273.06463623,217.795806885,112.651138306,3.85541725159,18.6378593445,229.650115967,0.0
1540323523373639986,273.264648438,217.695800781,115.151100159,3.85541725159,18.6378593445,229.650115967,0.0
1540323523479653790,273.564666748,217.595794678,119.251037598,3.70541715622,18.6378593445,229.650115967,0.0
1540323523568228534,273.764678955,217.495788574,121.551002502,3.70541715622,18.6378593445,229.650115967,0.0
1540323523668696078,273.764678955,217.295776367,124.850952148,3.70541715622,18.6378593445,229.650115967,0.0
1540323523765352516,273.864685059,216.895751953,128.150909424,3.85541725159,18.6378593445,229.650115967,0.0
1540323523862249213,273.864685059,216.595733643,131.45111084,3.85541725159,18.6378593445,229.650115967,0.0
1540323523970050655,273.864685059,216.495727539,135.45135498,3.85541725159,18.6378593445,229.650115967,0.0
1540323524072953105,273.864685059,216.495727539,137.951507568,3.85541725159,18.6378593445,229.650115967,0.0
1540323524160466089,273.864685059,216.495727539,141.251708984,4.00541734695,18.6378593445,229.650115967,0.0
1540323524273540816,273.864685059,216.395721436,143.851867676,4.45541763306,18.6378593445,229.650115967,0.0
1540323524369905582,273.864685059,216.395721436,144.151885986,4.75541782379,18.6378593445,229.650115967,0.0
1540323524474064909,273.864685059,216.395721436,142.651794434,5.20541810989,18.6378593445,229.650115967,0.0
1540323524571690636,273.864685059,216.395721436,139.851623535,5.50541830063,18.6378593445,229.650115967,0.0
1540323524667676848,273.864685059,216.395721436,136.651428223,5.655418396,18.6378593445,229.650115967,0.0
1540323524771783133,273.864685059,216.395721436,133.351226807,5.80541849136,18.6378593445,229.650115967,0.0
1540323524864110084,273.864685059,216.395721436,130.851074219,5.95541858673,18.6378593445,229.650115967,0.0
1540323524973938531,273.864685059,216.395721436,127.650909424,6.25541877747,18.6378593445,229.650115967,0.0
1540323525069359707,273.764678955,216.395721436,123.750968933,6.40541887283,18.6378593445,229.650115967,0.0
1540323525169740981,273.664672852,216.395721436,120.551017761,6.70541906357,18.6378593445,229.650115967,0.0
1540323525267402257,273.264648438,216.395721436,117.551063538,7.0054192543,18.6378593445,229.650115967,0.0
1540323525369416826,272.76461792,216.295715332,114.95110321,7.15541934967,18.6378593445,229.650115967,0.0
1540323525474103897,271.664550781,215.795684814,110.751167297,7.45541954041,18.6378593445,230.400085449,0.0
1540323525567295551,270.864501953,215.295654297,108.351203918,7.45541954041,18.6378593445,233.249969482,0.0
1540323525671862392,269.664428711,214.395599365,104.351264954,7.45541954041,18.6378593445,238.649749756,0.0
1540323525768187643,269.06439209,213.995574951,101.751304626,7.45541954041,18.6378593445,242.099609375,0.0
1540323525869490942,268.264343262,213.595550537,98.5513534546,7.45541954041,18.6378593445,246.59942627,0.0
1540323525966427647,267.264282227,213.195526123,94.5514144897,7.30541944504,18.6378593445,251.999206543,0.0
1540323526069362523,266.564239502,212.995513916,91.2514648438,7.30541944504,18.6378593445,256.499023438,0.0
1540323526166549560,266.064208984,212.895507812,89.3514938354,7.15541934967,18.6378593445,260.098876953,0.0
1540323526277544179,265.264160156,212.895507812,87.1515274048,7.0054192543,18.6378593445,265.648651123,0.0
1540323526374612577,264.664123535,212.895507812,85.8515472412,6.85541915894,18.6378593445,270.148468018,0.0
1540323526462330408,264.164093018,212.895507812,84.9515609741,6.85541915894,18.6378593445,273.44833374,0.0
1540323526569356306,263.264038086,212.895507812,83.2515869141,6.85541915894,18.6378593445,278.848114014,0.0
1540323526675877628,262.263977051,212.895507812,81.1516189575,6.85541915894,18.6378593445,283.347930908,0.0
1540323526773975724,261.363922119,212.895507812,78.8516540527,6.85541915894,18.6378593445,287.697753906,0.0
1540323526869733972,260.663879395,212.895507812,77.3516769409,6.85541915894,18.6378593445,291.297607422,0.0
1540323526972084344,259.663818359,212.895507812,75.4517059326,6.85541915894,18.6378593445,296.697387695,0.0
1540323527080035763,258.863769531,212.895507812,74.6517181396,6.85541915894,18.6378593445,301.047210693,0.0
1540323527180832337,258.26373291,212.895507812,74.0517272949,6.85541915894,18.6378593445,305.247039795,0.0
1540323527273350278,258.063720703,212.895507812,73.7517318726,6.85541915894,18.6378593445,309.296875,0.0
1540323527376339315,257.863708496,212.895507812,73.8517303467,6.85541915894,18.6378593445,313.496704102,0.0
1540323527477526972,257.863708496,212.895507812,74.151725769,6.85541915894,18.6378593445,317.696533203,0.0
1540323527581170936,257.863708496,212.895507812,75.6517028809,6.85541915894,18.6378593445,322.046356201,0.0
1540323527676063791,258.26373291,213.09552002,78.3516616821,6.85541915894,18.6378593445,326.546173096,0.0
1540323527774076382,259.363800049,213.495544434,81.551612854,6.70541906357,18.6378593445,330.746002197,0.0
1540323527880671761,260.763885498,213.895568848,84.1515731812,6.70541906357,18.6378593445,335.095825195,0.0
1540323527973392195,262.363983154,214.295593262,86.4515380859,6.70541906357,18.6378593445,338.245697021,0.0
1540323528078588648,264.164093018,214.795623779,88.4515075684,6.5554189682,18.6378593445,343.495483398,0.0
1540323528181586180,266.264221191,215.195648193,90.2514801025,6.5554189682,18.6378593445,348.145294189,0.0
1540323528275826613,267.964324951,215.3956604,91.451461792,6.5554189682,18.6378593445,352.195129395,0.0
1540323528377573999,269.564422607,215.595672607,92.3514480591,6.40541887283,18.6378593445,355.79498291,0.0
1540323528474468749,270.864501953,215.695678711,92.8514404297,6.40541887283,18.6378593445,358.044891357,0.0
1540323528581684103,272.264587402,215.695678711,93.3514328003,6.40541887283,18.6378593445,359.394836426,0.0
1540323528668699121,273.364654541,215.695678711,93.5514297485,6.40541887283,18.6378593445,359.694824219,0.0
1540323528768188344,274.264709473,215.695678711,93.5514297485,6.40541887283,18.6378593445,359.694824219,0.0
1540323528868075516,274.864746094,215.595672607,93.4514312744,6.40541887283,18.6378593445,359.694824219,0.0
1540323528972651113,275.664794922,215.495666504,92.8514404297,6.40541887283,18.6378593445,359.694824219,0.0
1540323529067332884,276.364837646,214.995635986,92.1514511108,6.40541887283,18.6378593445,359.694824219,0.0
1540323529168606639,277.064880371,214.495605469,91.7514572144,6.40541887283,18.6378593445,359.694824219,0.0
1540323529263077515,277.464904785,213.995574951,91.7514572144,6.40541887283,18.6378593445,359.694824219,0.0
1540323529366340336,278.064941406,213.595550537,91.7514572144,6.40541887283,18.6378593445,359.694824219,0.0
1540323529472259040,278.364959717,213.295532227,91.7514572144,6.40541887283,18.6378593445,359.694824219,0.0
1540323529573737404,278.364959717,213.09552002,91.6514587402,6.40541887283,18.6378593445,359.694824219,0.0
1540323529672302674,278.16494751,212.695495605,90.8514709473,6.5554189682,18.6378593445,359.694824219,0.0
1540323529765650204,277.664916992,212.395477295,89.7514877319,6.5554189682,18.6378593445,359.694824219,0.0
1540323529869552051,275.964813232,211.995452881,88.151512146,6.5554189682,18.6378593445,359.694824219,0.0
1540323529964214714,274.46472168,211.69543457,87.4515228271,6.5554189682,18.6378593445,359.694824219,0.0
1540323530067951822,272.564605713,211.595428467,87.1515274048,6.5554189682,18.6378593445,359.694824219,0.0
1540323530174669100,270.264465332,211.595428467,87.0515289307,6.5554189682,18.6378593445,359.694824219,0.0
1540323530274759960,269.06439209,211.495422363,86.9515304565,6.5554189682,18.6378593445,359.694824219,0.0
1540323530371274182,268.164337158,211.495422363,86.4515380859,6.5554189682,18.6378593445,359.694824219,0.0
1540323530470553539,267.36428833,211.495422363,85.651550293,6.5554189682,18.6378593445,359.694824219,0.0
1540323530563350254,266.764251709,211.495422363,84.6515655518,6.5554189682,18.6378593445,359.694824219,0.0
1540323530672261887,265.864196777,211.495422363,81.9516067505,6.5554189682,18.6378593445,359.694824219,0.0
1540323530771456463,265.264160156,211.195404053,78.8516540527,6.70541906357,18.6378593445,359.694824219,0.0
1540323530865659097,264.664123535,210.695373535,76.3516921997,6.70541906357,18.6378593445,359.694824219,0.0
1540323530965066958,264.164093018,209.095275879,72.5517501831,6.70541906357,18.6378593445,359.694824219,0.0
